julestrek8	4844	68	0	1	21	64	4	0
legalizar	0	0	0	0	0	0	0	0
devriesd	4804658	6461	2796	23590	387	4550	1683	1051
blue126	415441	342	4	1115	203	514	493	839
peterhoh	491801	787	195	682	15	3614	112	103
wsph	5270878	778	0	12336	137	11184	805	340
denisryan	762754	1428	493	83	47	2747	100	66
jimmer49	607915	766	266	303	272	978	228	155
adrianonymous	275558	679	84	252	4	3806	11	39
kgnixer	3032382	513	0	4762	1	15986	243	1
wifflewaff	0	0	0	0	0	0	0	0
daphid	3016410	4816	2338	772	132	2762	1461	877
richjm	0	0	26	71	50	0	74	102
mackirdy	51599	89	0	5	4	635	4	5
long0128	0	0	0	26	4	0	12	73
mix1219	15802557	2399	2	2608	431	2697	8561	1710
lgeeography	7238228	6547	742	47086	310	4733	822	292
cjcrosland	1245813	3262	18	7141	295	2773	655	692
jpstjohn	4015275	2032	696	1315	99	753	1803	296
spierisf	5242799	2600	8346	4452	247	4835	1850	719
jamieball83	1028686	758	712	1807	181	2016	422	470
beeanka	2502533	0	9	246	54	1181	1501	385
dahliaorzariphotography	40850	21	0	1095	6	178	89	14
bratzjaderox	2758008	1975	0	51217	31	664	741	1174
tempesta	353079	1912	378	4591	57	711	530	175
theyellowjacket	522224	884	0	6818	188	552	466	469
e3000	34122202	8826	241	7262	570	1923	3236	990
sharon_dow	0	0	0	0	0	0	0	0
yurifiguenick	16352569	1606	0	8033	38	1222	8047	92
ichabodhides	4248701	1421	1	2141	188	28987	394	109
-sebl-	2903468	850	1	1739	62	485	1459	1308
ava-photos	424289	571	0	12	4	633	90	34
invisiblewomanalwayssmile	19867	347	0	1161	8	168	43	20
ramonawings	6337973	2357	0	414	15	7199	118	46
alex2411	6123	274	0	34	51	60	40	90
tim_jay	16105	112	0	1	18	56	16	4
silvesterlaw	1780964	537	0	32	3	59240	85	76
walter_pucher	0	0	0	0	0	0	0	0
mreroticartist	0	0	0	0	0	0	0	0
pawlowskiart	30418	336	0	0	31	49	14	0
erikmattsson	178939	995	976	251	95	862	178	102
rfduck	207722	838	212	618	47	516	70	31
diihloddgess	1428581	1681	332	2820	218	933	971	664
phoredchiu	36020	147	0	41	0	177	32	47
noradbase	389688	824	1305	162	128	2163	327	555
nordicteem	536236	2081	114	356	130	1498	107	99
2kme	185	17	0	11	0	9	12	1
marklooker	14142	89	0	51	0	8	3931	6708
frostispwnage	169334	1042	0	1061	14	1586	67	70
doylewesleywalls	233405569	10241	0	1315	361	3015	16043	143
juansphotography	195116	680	4	929	298	103	292	248
treerosephotography	2081792	820	0	763	70	1757	632	63
parkjoe1	203606	2295	347	4917	83	821	276	264
scottsm	2262640	5187	4994	0	2	4971	41	5
alaincachat	1050384	3979	873	297	0	882	458	92
eleonoramorari	4769	148	0	0	0	108	1	4
firemuseumyyc	107181	830	92	8	18	564	27	15
acamonchi	5338214	2416	723	1015	616	7321	1914	1512
kayskamera	1514940	1399	87	440	204	723	458	294
over_leaf	91597664	2378	32	503	381	2215	7588	380
pattysmagpienest	80926	829	527	40	15	482	105	74
primesightoutdoor	170381	1	0	0	0	2463	10	8
digidreamgrafix	6352819	18686	1341	12757	424	31181	903	72
kispio-or	211471	2144	234	1476	278	448	226	328
renkata	1460789	1020	0	57402	939	961	1898	2024
yalegurney	518047	1622	676	110	114	4521	56	53
cynltay	1458551	1016	0	26631	70	941	1136	488
evekazan	10102149	12257	0	215	597	5398	4631	416
elliottratt	1705796	1507	42	39616	342	470	1356	643
alofthotels	1523484	861	2887	0	4	3022	123	0
sylvain_a	422962	1716	80	90	56	1754	89	140
peterscherub	14323307	8457	9574	265488	454	15237	3385	688
alexander_bihn	687567	738	2	2833	141	113	1087	317
alphamale73	2186155	1909	0	542	29	30868	1612	3205
nouspique	1064663	1756	2205	36	4	5586	66	127
piratechristoph	62434	530	249	843	50	100	168	379
philippe_jawor	2026569	5950	0	4	55	6954	82	38
ferlopez	426556	558	25	2120	176	625	374	761
brilliantlightsmedia	687	52	0	0	0	26	0	0
aspetrus	0	0	0	0	0	0	0	0
he4dgirl	181494	780	0	452	17	932	60	51
catalinaguzman	14896	286	0	5	4	105	16	18
missmetsuki	0	0	0	166	11	0	136	259
phunnyfotos	12021525	10478	5433	59829	2154	7713	2377	647
fifilebeef	1408771	0	382	7745	147	973	940	279
jigeno	0	0	0	264	27	0	57	93
jimmiro	0	0	0	0	0	0	0	0
coopsaj	92698	1079	1	2	29	1545	22	14
pixelkompressor	62234	412	0	1988	225	93	181	343
secondlifesevilfashionbrat	448505	685	0	25644	290	311	2224	1431
emmadurnford	919620	4881	6761	0	17	4002	39	1
yusufthekid	215934	458	341	23	9	2086	35	18
buter1	1498050	81	0	787	21	540	214	183
neijin0218	55702	832	0	0	3	945	11	0
stanstedtransportphotos	9432410	6015	5428	796239	646	5457	3537	11331
fishit	218537	747	2	467	77	851	164	51
groovyal	4396261	4462	772	9240	73	2490	607	186
-i-	310618	2174	1	2	184	396	96	45
atomicshark	1950924	2470	37	5123	733	801	745	681
sandsan03	50776	130	134	2	0	1054	2	3
aqualien	604	106	0	2	0	24	0	0
cheersevents	21282	112	0	1	0	235	2	5
skataholic	305805	438	407	632	65	2661	334	167
sinfulrhapsody	2009105	1072	0	79554	981	441	5710	3887
nukonux	1019	67	0	0	2	15	0	1
look-of-a-gyom-being	337802	500	110	354	195	654	408	728
rockiadams	191605	615	0	2604	159	211	188	246
rotten_reverie	801548	990	20	257	4	886	100	23
alberino	1328386	1750	206	619	207	626	1465	2694
mazeofimagination	19339	547	0	0	0	244	0	0
lauren-4	3866131	2282	0	9722	64	3581	714	191
robertcorneliusphotography	2430119	1398	0	752	49	136	3058	494
toby_d1	12445114	4584	760	270564	381	8607	1861	415
level76	456368	260	0	1194	81	569	442	45
joachim_s_mueller	10416407	11802	19009	308	202	20319	815	237
impulsivespirit	914361	397	0	4047	345	786	2069	1680
derbyshirelibrariesheritage	0	0	0	0	0	0	0	0
lannypartain	1762658	501	0	2	1	22970	55	25
christravelblog	107087	2330	0	0	0	1457	6	0
fiubusiness	21262875	1365	296	31	3	81392	429	2
yewenyi	17773940	28675	40906	19933	1171	33718	1559	1480
tetedefromage	2271548	2047	0	40	93	2660	189	41
mrsleepyhead	494979	2184	0	59	32	452	151	45
jimcochrane	453983	2559	56	1504	319	1263	294	162
hunter_college_archives	2816372	4948	168	9	0	11666	47	9
kenlwc	2828725	1658	54	43684	53	1058	3752	1121
atenpo	1107630	3366	196	13958	297	1568	815	1453
mc_potts	1026658	841	221	456	538	987	528	566
robin1966	0	0	0	0	0	0	0	0
sanbrons	20993	233	0	103	46	151	30	42
lorenzosorice	153807	471	1142	47	41	1118	45	48
ngology	74323	93	0	34	2	1530	4	6
doiv	156769	2210	0	329	31	1220	108	107
roland	0	0	0	0	0	352474	0	0
kencordelldavis	9744863	1210	1799	18520	655	6548	879	519
michaelbarkett	7087	452	0	5	0	119	3	8
hulk4598	6279649	956	38	145	249	1349	5945	6664
lilitupili	902650	1517	0	220	103	3584	459	260
vincentjohnson	390517	1464	1820	527	196	4683	145	204
everythingislam	411687	1706	0	0	0	439	105	1
pixmat	964203	3695	0	15	6	20431	55	188
aleksandrablinova	0	0	0	0	0	0	2	1
dommylee	1429707	0	294	970	156	6912	290	309
jayneboo	7547052	5576	133	11055	47	5380	1702	291
blondinrikard	14861984	14299	2318	426943	3510	39601	5080	5137
syzygyphoto	4307464	3302	503	2139	169	5056	1394	813
joanjuice	167276	238	0	643	199	55	2058	134
bebopgirl1969	6489408	2	4464	8426	1147	35681	1192	150
-lucie-	44842032	4776	1929	809	114	1759	26527	175
pedrosimoes7	99391444	8661	6640	178927	4268	5831	6177	3896
aimeeaxel	1144983	1650	0	1662	154	1163	718	284
justingreen19	2588341	11685	233	6044	390	2028	1066	503
leonisha	4554933	2495	277	1983	188	12286	395	241
orangebarn	2077892	8028	2812	45	55	5614	451	416
dsph	449139	3408	1	1025	122	995	402	269
meeche	1087526	420	0	67320	143	553	1415	1341
peladomal	848356	1515	490	1487	482	760	499	328
orchidbolissima	344593	669	0	12557	583	232	831	627
redweaselmedia	5634956	1332	0	5699	84	7122	481	524
l0kk0	431526	448	49	1444	321	230	561	222
abmarfia	2769888	4289	2601	4387	430	3366	979	607
jomawitu	715862	414	2	1374	435	88	403	240
sunsetmedina	0	0	0	0	0	0	0	0
anzony5	16018	144	3	16	3	152	9	33
shopsteward27	3878747	4102	0	10	152	47352	101	22
j__e	2038204	2169	9965	7138	134	11633	266	360
spudshot	3664426	12488	11191	44	30	38552	215	110
wildlifeandnatureshots	3737	30	0	2	41	38	18	19
julia_manzerova	1886846	7252	1245	490	615	4356	571	149
oliveplum	2569736	2942	48	30945	1972	9870	2277	2661
skyesdelights	137573	274	0	0	1	275	2	0
giumoraisphotography	25137	120	0	1	91	205	30	0
dream_maze	1479671	1550	113	1850	64	639	2515	322
autumnarnell	6316	191	0	0	0	13	0	7
jinxsi	8223606	1919	229	259	238	47061	226	41
detroitstyle	29562	50	0	23	90	482	105	61
ray52	108394	300	16	63	86	271	18	3
anhjan	150555	1808	3920	303	60	3647	121	342
maudchalard	27210391	491	0	175	84	0	14147	733
dunstan	4333937	1621	5241	973	3	9848	1101	5
illunminatedbones	611870	1289	0	8	3	0	32	100
77cats	1665933	1178	0	12373	69	260	4062	3581
fguirado	2523561	1112	116	29587	184	752	1233	122
stormdrane	4498527	3742	803	0	21	922	534	522
stf-pochoir	0	0	0	0	0	0	0	0
chiski	31674270	24960	22439	45315	29	23093	1641	110
magica	13106	435	0	40	0	143	5	6
broaddaylight	1596001	998	0	4268	144	688	433	226
dafomic	424838	290	0	1641	743	577	543	579
rufusdufus	2034482	2144	55	6338	3	1090	850	189
ladypenrhyn	18398	77	0	4014	92	24	1146	374
spiritkittykat	249798	1957	783	1116	88	2011	151	138
antheaatlas	179898	695	134	38	56	156	89	141
noname_clark	307690	2733	1137	3	8	4474	23	18
sarahbourque	608036	433	0	135	205	3864	725	479
oryz	0	0	0	0	0	0	0	0
6nevikk9	1391006	5798	1440	10508	338	8621	541	73
breauxtos	102661	671	27	65	33	180	73	56
louisahennessy	4075663	8644	4933	1195	9	26322	922	53
imageclear	6990800	7070	8	22657	115	5730	1782	687
tonygartshore	9003210	7132	12733	1044	843	12805	408	51
byjono	563340	1141	456	236	12	1720	124	350
seangaule	51835	890	301	122	43	659	36	61
13skies	8940590	8910	707	10600	500	4259	2208	577
ng8	301643	547	40	308	183	739	107	119
mrawk	71449	375	0	173	23	377	113	91
runedk	71406	187	31	217	86	129	153	357
gregluengen	333126	1834	3	5607	87	749	288	133
pjr100	1473334	1552	0	889	126	1471	413	199
petr-stuchly	2839097	1139	0	33398	126	431	1582	1781
waynet	5663511	7993	18807	172	150	19086	220	162
ifindoubt	1839825	9254	2250	296	351	12229	263	283
csb13	10404485	7179	24972	794	70	22120	786	82
mammarazzi2	146092	206	0	16	0	566	2	0
stevefrazier	5901891	4229	1036	140838	575	1860	2620	5131
jk_sniper	0	0	0	59	1	0	27	25
flavioflickr	525724	2621	156	3729	147	1362	246	179
golf_attasit	331584	436	9	13092	174	370	3240	626
sandypaiement	4043929	944	1	7596	26	7985	786	114
arrrrt	6938967	4872	181	2840	363	5405	1575	411
ianderry64	748076	1493	0	2131	228	843	418	195
baroudeur18	194055	837	111	1826	58	1003	76	73
rmrayner	8564226	10802	2072	6825	553	4360	1928	949
nigel_anderson	9152644	149	0	6365	126	611	3313	6
graphicward	724265	494	0	229	145	193	470	133
brittfowler	1445586	939	3	1765	203	359	1217	219
billgarrett-newagecrap	1182624	1388	667	1831	292	811	599	1129
vengefulfawn	0	0	0	0	0	0	0	0
thaneeya	1848468	846	1	60	61	445	1549	107
bikesnapper	465408	2578	0	318	25	2339	52	75
deanmackayphoto	2253062	8009	2201	166	386	5115	334	693
el3nche	1605	100	0	27	0	33	1	18
tweeling17	2650270	5450	25	47	42	14103	159	77
quehacerensoria	4559	805	0	0	0	314	1	0
rests	3246978	5843	277	1	3	30318	45	28
pootlepod	1764073	4238	875	6249	266	1882	740	182
elsevenuk	127220	336	104	35	0	1975	18	22
slvrkt	0	0	0	0	0	0	0	0
yangkuo	4996962	7391	327	53	48	3534	480	21
thesurreallyfe	557423	1393	0	550	993	950	1345	1395
kostastrovas	4096071	2596	1680	3841	346	2308	5622	5572
bollops	1462973	2361	12	13125	153	1826	709	308
aguilasfotografia	36727	125	1	96	38	62	93	54
alvimann	7561110	8888	0	3397	759	13410	409	868
user453	240568	1167	186	3952	130	307	202	47
lmudrock	12541	353	0	54	3	95	8	32
gabriel_f_w_koch	22232178	5551	0	1013100	1727	8523	18215	5694
apeyton	248870	778	206	46	11	1845	14	6
jhdennis	9531051	20659	13925	1506	331	13944	776	216
gales_photo	3258061	5713	943	12828	258	9489	832	195
misterbluee66	8966233	6400	194	61600	816	4631	2059	3028
dlsleep	176602	217	504	9	12	3176	21	29
lims88	7699451	141	827	56	3	0	289	55
dgjones	5880010	18160	139115	3284	186	19449	370	547
andy_masur	117606	198	0	200	3	1123	34	55
effjohn	3069062	2701	593	14484	447	2279	1529	3038
sweet_sign	314048	840	0	438	78	791	110	15
davidhulme	0	0	0	0	0	0	0	0
inkie-mummy	0	0	0	0	0	0	0	0
the_stillness_within	187157	519	5	1846	55	4308	164	51
yetjeff	914290	5177	0	1994	1275	984	321	188
lindamartinphotos	7065065	2397	2121	36122	263	2896	2132	125
chrisandbabs	2141112	6895	4953	464	50	32410	82	86
zedanthony	86584	1109	214	178	18	392	25	17
jdzigner	7724	94	0	0	0	133	9	17
robinksurgeonbates	109245	303	46	464	168	53	685	1675
usokorea	176817	46	0	0	0	2089	13	18
picturesquesview	156923	357	0	300	74	283	148	276
studioeiler	0	0	0	1633	8	0	271	1825
alexanderhorn	832633	902	0	23528	214	979	1145	177
llgc	14924743	3054	695	1	20	2408	2217	53
ajay13	6547719	3399	608	2815	791	1089	2163	873
garybreashears	286110	884	438	1883	111	474	211	200
a-twist-of-the-lens	27818	145	0	142	41	103	94	46
iprimepeople	0	0	0	0	0	0	0	0
rfmattos	42346	332	0	0	0	420	3	4
neobloom	15336501	13832	15510	212	116	123907	845	221
lakeforestcollege	1986651	3164	34	3	3	3097	31	18
ragnaroknyc	55514	545	404	15	0	318	12	89
sparkygb	47980	299	108	372	33	354	76	149
sqrly	24097	266	0	9	0	209	14	17
jackkostelec	274882	1196	2	581	48	602	219	39
vodkaqueen	842211	2376	1134	652	371	1146	141	66
un2112	556057	974	25	4082	112	449	308	402
fgr1986	2303744	2713	3915	9028	178	8533	509	678
maalvikabhat	6165	208	0	49	0	77	4	5
kriskrisart	560357	214	0	1146	50	556	370	205
thegreenalbum	6322307	7277	0	3357	240	5371	2092	240
sego_homes	15451	290	0	3	1	330	0	0
awdpwnz	438790	1105	304	1266	171	1140	194	80
legowarboys	295670	187	0	238	39	58	206	138
megamagpie	4183268	2178	1712	8610	123	2235	1448	154
steve_frenkel	7149873	17030	4164	21016	50	10778	863	200
dianasierraospina	23712	62	0	66	44	209	147	146
backeastphoto	305305	459	0	4630	44	154	333	52
bjebie	5806940	7993	3131	130356	19	4923	2542	122
joeshlabotnik	125990542	17034	141454	4015	570	164351	1740	598
khoazy	229051	848	0	32	97	631	115	33
ilbugigattolo	499684	380	0	3224	223	444	601	844
michaelcookimages	31515	408	0	3	0	224	3	17
producerjb	204476	948	195	3	126	396	83	13
gstening	1015393	2660	364	2019	203	1268	310	264
sfyfe	716705	438	379	8605	299	855	269	443
iamkelvinloke	168013	581	111	310	205	112	183	37
blingstation	38257	204	0	7	20	383	17	98
agentgorringe	66410	410	25	766	141	205	190	455
the_real_juston	1267915	1042	11	10142	70	156	816	400
greg87	254807	685	91	4297	56	102	331	178
bill_fenske	9531	23	125	449	51	558	167	27
caledoniafan	3810309	2149	867	3642	222	1197	1360	70
rodelflordeliz	2908263	7615	0	5	4	23175	83	76
ishootcandid	861753	432	0	60	61	205	419	31
nigelbewley	7895085	13699	8440	81	872	9328	695	428
millalife	244736	171	0	862	127	819	882	731
owen_fitzpatrick	7242437	7865	1	84580	440	2759	1514	2029
cynnersf	7583935	9981	2	15472	144	1680	14755	620
zuerichs-strassen	0	0	127	1588	87	0	1169	98
neil-white	747559	1264	910	795	407	861	370	603
tobia_scandolara	1340250	994	209	5032	66	209	5779	290
pilgrim_8	2384713	1245	0	1069	265	2116	953	1542
foozma73	0	0	0	0	0	0	0	0
bob_glennan	419040	1064	281	10600	172	289	537	798
marialuisa	9753216	11709	16324	21068	240	17225	1455	160
gobbledeek	35729	360	481	8	1	1000	5	2
newportpubliclibrary	367638	396	35	13	22	1275	73	5
magnottic	0	0	0	64	0	0	3	0
edandeddie	2120077	2786	0	0	3	4150	58	7
poenagabriel	984621	1760	234	6432	64	1792	475	385
haiiyaa	100529	386	0	270	109	215	76	52
criadoindomable	437298	807	348	321	47	1129	159	182
chris_vid	25983	582	0	455	34	165	109	174
gdkiese	680696	1063	1356	329	68	3760	193	84
josephskompski	2918668	3501	3017	8828	257	3438	1817	1796
internationaltalentsupport	2655489	1048	0	0	2	3887	479	0
donsgallery	2504	116	0	1	0	18	0	0
jowaho	1895158	1152	560	3897	398	658	544	685
roesen	298234	609	55	1786	44	771	101	78
lkn4aurum	5675	0	11	1597	142	69	589	135
mravcolev	3036785	553	0	13137	295	421	660	274
tykroh	0	14	0	1842	131	0	993	287
4dreams	19136856	14323	3792	70171	788	24994	2245	2508
daggah	1483927	1551	3	1189	261	862	497	236
c0y0te7	29429	924	0	77	11	212	21	26
danielvghughes	0	0	0	0	0	0	0	0
soikkoratamo	225838	91	0	61280	810	27	1885	524
milleo	0	0	0	0	0	0	132	113
lucimilas	68603	202	1	358	39	54	983	2279
michalkukla	1325198	272	77	20942	154	994	929	734
pmcd9	12515106	21571	1062	5629	564	15204	789	627
guido_b	0	0	0	0	0	0	0	0
drich78	7997209	4384	0	5	175	7565	136	40
stryfe2103	315521	951	241	16	23	1917	42	7
mondofrattale	23812	187	0	10	0	783	3	3
denise-phrampus	19079	496	0	39	30	354	23	24
cluckyjoesphotos	6785895	2412	8689	854194	1510	2403	5729	1177
thetruthabout	2317908	5982	1	108	40	4906	87	12
allan_saw	3121698	3171	1028	18344	226	4269	1015	750
snadi	100197	73	64	334	9	73	672	3472
underpants	979964	3866	2317	1824	501	2651	273	139
misscrabbie	442401	3113	86	2237	166	1294	330	211
belle_fleur	3089337	6025	0	6674	539	2165	1532	193
murasaki725	0	0	0	0	0	0	0	0
hilandercs	28210794	2925	694	2454	1581	4372	2591	401
coralspringsdentalassociates	0	0	0	0	0	0	0	0
laurenlivvy	15655	225	117	132	18	86	27	70
ear2fotografia	27000	28	0	0	0	166	5	5
rav560	1214	0	115	339	211	1	96	135
glennd83	0	0	0	0	0	0	0	0
dharder9475	4045112	6948	17194	35151	1073	6856	1422	2091
imthinkingoutloud	1528411	6044	173	3286	368	2137	398	497
adamwright1989resident	0	0	0	0	0	0	0	0
darrensnow	8604461	13964	10546	1887	190	17918	637	131
silaaa	828860	1946	7	30	50	991	89	45
wetfeet	458	9	0	1	2	56	1	4
prococoa	13402	25	0	325	5	131	52	49
purelife03	2309666	558	153	395	223	718	311	234
mickspics53	1761357	1227	824	303	847	1224	647	137
ashawaterhouse	1854931	506	2307	593	67	21302	901	2355
diane_marshman	4170236	2565	20	881	609	5010	1850	2121
schnookable	6615	392	0	4	1	123	0	0
kre8ivps	1422359	4252	0	14249	160	995	832	165
kareszzz	5062204	1599	758	49543	66	1239	4016	294
victorsdimple	91370	339	0	615	109	106	249	399
fluffandfuzz	346646	2173	0	39	112	1725	160	125
qooldreams	185561	253	4	3000	256	552	255	194
sophiequi	0	0	0	0	0	0	0	0
alexandra-bloch	1791144	446	0	3122	89	476	1108	351
tandy_imhoff	10969	123	0	0	15	60	5	3
noodles101	48115	215	1	3	0	2095	5	6
zachz	798090	2756	741	244	303	4597	128	96
mistress_sex_kitten	151489	257	0	165	27	515	167	89
blnewman	478926	2918	3411	142	28	5391	111	118
agaat26	0	0	0	0	0	0	0	0
roxypaigedolls	706917	1015	30	749	119	1302	336	292
col-h	213112	3343	313	496	507	2764	144	202
nagillum	1258483	2591	6	9119	43	1927	547	40
laineykarissa	410408	1221	0	380	87	264	214	131
af2899	24044868	6034	0	1281	123	4150	1867	112
nudistsailor	0	0	0	0	0	0	0	0
birdcloud1	8269167	2245	231	340876	218	1041	4877	868
travlinbeachdude	334257	201	0	311	57	2322	33	14
mcrusty	607603	1269	40	154	105	351	1160	201
ellietaylorartist	98520	384	0	1060	34	163	72	153
sunnywinds	4214201	3147	212	12802	110	1642	2658	1891
iambrianmc	65863	373	0	13	16	236	26	78
coolandquiet	474	34	0	0	0	6	0	0
andephoto	10863515	4424	1	93389	140	853	1833	597
stephenobisanya	20363	207	0	298	3	85	88	11
lenhult	317472	869	1599	207	2	1964	14	21
caux-iofc	2889049	902	116	1	0	9240	122	43
chrism70	2028516	4757	3186	214	99	3777	184	69
pimpmasterjazz	759601	1329	1121	100	151	9399	148	197
smoke329	389119	1531	57	148	107	2450	88	66
brenus	147391	1041	287	114	3	2184	25	16
felipedangelo	1552	20	0	34	0	40	3	28
andoni3	287796	903	32	1843	158	312	173	171
mindfeather	8556701	3546	0	177825	5	623	4882	420
ekilby	9930103	6326	9379	3937	86	9500	621	351
timodrey	3665174	2771	597	4918	263	766	2467	910
nora-meszoly	42723847	11003	4405	82276	745	16848	2240	323
mark_entwisle	1966662	819	0	9757	126	1017	951	489
zekeanders	0	0	0	607	15	0	123	62
sharkskin	9587357	1890	0	69	72	6786	321	3
susana-giraldo	116716	339	6	13	11	66	25	34
intafon	341742	2655	1797	22	15	7690	68	29
jiffycat	540653	30	0	9386	50	485	513	194
sauceyjack	7168779	6336	1	832	362	26220	461	141
tamorus	1334415	1894	24	4462	11	805	1188	566
leighton3210	2297004	4904	2143	15493	527	3942	1097	1141
amandamt	694227	2882	3153	1027	63	7929	157	162
carlosreusser	1472688	2231	450	49	164	3222	87	57
rainybutterfly	604518	491	0	209	54	880	239	70
estebancandia	23558	415	0	15	3	199	14	31
4_s4m	72454	138	0	8	0	1010	7	6
danielepalumbo	22923	169	0	665	114	57	121	62
alexyv	1161509	1061	1396	1273	59	1572	105	104
alexschaerer	21808	331	2	60	79	64	70	45
livefalling	921822	772	173	660	420	305	388	177
jdltphotography	7584	30	0	29	0	142	21	24
reaviephotography	3067196	3028	645	489	21	2221	527	1154
turgidson	13440359	31711	17580	10222	2011	19343	1044	915
bksports	57710540	1790	1724	867	38	59214	617	37
activerideshop	7853346	2619	252	20	12	50120	1009	213
patonglanguageschool	120864	195	0	0	0	833	3	0
stephenmoehle	1701809	1809	576	9445	72	701	1203	1805
-_karl_-	425189	307	101	79	221	257	1178	1597
mysteryplanet	1474386	1613	3	1	0	1198	166	1
hadao_photo	1193399	929	52	29340	483	586	2387	3676
zerega	1333907	1833	124	781	98	126	1377	192
mmannetti21	303642	302	218	898	37	346	584	453
fmehg	41760	1776	0	60	4	465	6	3
miemo	6894998	4641	10190	9686	269	6426	1428	575
uajamie	976780	1069	423	21	14	4084	89	47
paulbarfoot	1088396	426	62933	31	128	73026	76	46
oriol_colls	363557	922	3	1604	69	243	344	488
snc707	5679362	4428	9	131991	1793	2767	9508	24655
beautiful-otaku	15109	195	0	5	0	164	5	9
felixrivas	0	0	0	0	0	0	0	0
stevenburns4	62893	803	18	0	218	200	45	4
flicker_vicky	7678879	1154	700	38283	97	1077	17934	12757
palomaolivares	3888	67	0	0	0	51	5	4
purplecowpictures	381180	1421	51	739	62	5066	128	102
makeituniquephotography	418226	173	0	23	101	44	101	20
enginecompare	0	0	0	0	0	0	0	0
zaretchnaia	3705158	6293	58	42663	74	3190	1101	72
floydmccraney	274133	264	577	103	11	117	175	12
thebradholt	1771666	5367	0	47	22	4219	122	127
crabsandbeer	6498026	4787	554	7172	170	3334	1539	764
nataloran	1170172	733	0	49159	968	464	5760	1329
missanap	21550	138	0	303	0	311	9	19
willlesphoto	0	0	0	0	0	0	0	0
bshriane	1047080	903	1947	426	35	3894	147	187
rezapci	0	0	0	0	0	0	0	0
leodileo	525028	2377	5	918	10	649	200	133
t_j_p	740196	810	266	9208	145	956	705	1014
valeconte	1199176	2823	3	7597	126	807	816	755
pauldineen	4412651	5663	6294	9570	201	13084	379	465
robmcrorie	19191644	16993	19782	23732	368	15216	1331	622
trainmann1	1507659	4523	1838	3713	300	2477	441	388
jumble	1158444	3343	508	174	25	7098	181	33
journal4675	124820	89	0	21152	25	941	199	202
konata_fan337	0	192	278	2321	9	2	41	99
arielhsu228	1763	32	0	22	1	30	2	7
alistairbeavis	894395	1786	11	783	113	937	557	362
darrenkw	876617	3868	1497	22	83	7103	65	100
elstevo13	192657	1749	498	137	202	1768	84	103
leebennett	5137589	6358	13877	39	33	18074	118	263
biboo-mag	0	0	0	1752	2804	0	886	187
eveleo	359143	787	363	10217	207	726	631	593
caving	2569873	6836	174	7087	375	1524	642	504
nikoncameract	13727514	804	0	12270	371	5720	1492	3819
tuancuongart	64804	211	1061	23	140	114	85	5
fouquier	9831457	2006	2109	2031	127	2574	2146	280
bretttbinns	1190467	2428	2866	18129	136	2921	427	92
jev55	620723	2631	1756	37	58	3846	66	34
simbrightsocial	0	0	0	0	0	0	0	0
charlielee955	0	0	0	0	0	0	0	0
jordanbarab	3749991	1002	15150	12079	154	1608	1019	935
thejennire	27534276	4218	0	51484	340	7391	2659	1217
_yoman_01	14347	508	0	15	0	451	6	12
mytripsmypics	427636645	85974	26605	1541	688	65948	63166	10935
renagusfoto	794391	1508	13	3939	75	900	371	778
ovophoto	117896	236	0	17	0	791	17	19
tonysimons	0	0	0	225	71	0	63	75
extractor2000	2393503	1583	821	10821	176	1437	1246	762
fran-taylor	1074266	1118	204	31763	77	247	2195	203
markfarrington	1064517	4206	3569	128	274	4850	133	102
marina678	116306	294	0	2103	0	373	62	240
what-i-saw	1062444	4370	92	34	3	9394	19	8
markd1961	8819	52	1	78	11	96	32	83
littlestuffme	0	0	0	0	0	0	0	0
arunspix	93793	294	42	176	30	310	104	149
moonlight2011	33296	60	0	76	0	67	48	19
elijahgarcia	3584490	4808	101	23458	399	13467	351	270
sarayageitos	2610	183	0	5	0	55	2	2
fairchildart	916727	449	0	107	43	474	537	187
ltcarter47	9373	16	2	15	0	215	38	3
thenorthernmonkey77	511854	1417	1425	1822	66	1604	237	333
sidky	204070	722	307	39	100	678	134	139
antoniogerman	179820	1515	68	166	189	300	205	372
rosscummins	246001	2126	0	1	28	896	57	6
parobertson	65636	1123	0	1371	14	727	41	48
goodenough4me	0	0	0	0	0	0	0	0
riesheridanrose	591702	2680	264	339	149	4151	106	117
time-to-look	34195136	41215	13487	58514	340	13208	2892	42
vickiitoriia	0	0	0	0	0	0	0	0
ajenco	18301	17	0	7	3	132	27	69
aaronmstanley	4837509	1725	228	11239	300	1773	2164	488
machpe_	88353	1036	0	0	1	971	8	4
si_titova	40152	55	0	150	34	114	38	18
alibangkok	23208	359	1	119	11	180	37	53
acmcpix	24548	133	0	20	19	243	15	13
jeni315	140906	555	45	1847	121	514	140	80
michaelgrr	7564881	1358	45	3630	321	4361	535	179
kronny	759325	2313	849	1521	0	909	329	0
jackiemoonlight	1445818	4435	0	24	23	17123	53	50
pdkimages	1787815	2639	0	15471	114	12647	549	770
swag72	3188722	1077	14	27	104	583	3648	1072
t-nary	163512	941	0	1623	133	211	105	216
dannycasillas	61888033	11224	2680	912	460	131581	3086	116
meridithb	9362675	8028	2971	3416	1039	2986	1929	233
pmillera4	14320912	5384	5482	10147	105	10243	1533	1117
cabfranc	0	0	0	0	0	0	0	0
madrugadero	630907	2004	1946	410	50	5192	131	182
margarita-k_photography	1981656	395	130	18201	269	321	3351	1601
